URL,Status
https://www.nytimes.com/,200
https://www.nytimes.com/2024/09/30/us/helene-north-carolina-photos-video.html,403
https://www.nytimes.com/2024/10/06/opinion/climate-change-solutions.html,403
https://www.nytimes.com/2024/10/06/upshot/polling-methods-election.html,403
https://www.nytimes.com/2024/09/29/travel/adams-turkey-upgrades.html,403
https://www.nytimes.com/2024/10/06/world/americas/amazon-river-climate-change-brazil.html,403
https://www.nytimes.com/2024/10/06/us/politics/trump-speeches-age-cognitive-decline.html,403
https://www.nytimes.com/puzzles/letter-boxed,200
https://www.nytimes.com/athletic/nba/,200
https://www.nytimes.com/newsletters/the-interpreter,200
https://www.nytimes.com/newsletters/cooking,200
https://www.nytimes.com/newsletters,200
https://www.nytimes.com/column/social-qs,200
https://www.nytimes.com/by/maureen-dowd,200
https://www.nytimes.com/athletic/5698572/2024/09/13/nfl-playoffs-projections-odds/,200
https://www.nytimes.com/interactive/2024/nyregion/eric-adams-investigations.html,200
https://www.nytimes.com/section/technology,200
https://www.nytimes.com/section/your-money,200
https://www.nytimes.com/athletic/5806530/2024/10/01/nfl-power-rankings-week-5-vikings-rookies/,200
https://www.nytimes.com/column/playlist,200
https://www.nytimes.com/by/carlos-lozada,200
https://www.nytimes.com/wirecutter/sleep/,200
https://www.nytimes.com/section/sports,200
https://www.nytimes.com/athletic/newsletters/scoop-city/,200
https://www.nytimes.com/spotlight/pop-culture,200
https://www.nytimes.com/athletic/newsletters/the-pulse/,200
https://www.nytimes.com/spotlight/podcasts,200
https://www.nytimes.com/spotlight/wordle-review,200
https://www.nytimes.com/2024/10/05/opinion/ai-chatgpt-medicine-doctor.html,403
https://www.nytimes.com/news-event/2024-election,200
https://www.nytimes.com/section/climate,200
https://www.nytimes.com/spotlight/the-sunday-read,200
https://www.nytimes.com/2024/10/06/world/middleeast/israel-hezbollah-ceasefire-talks.html,403
https://www.nytimes.com/interactive/2024/us/politics/trump-harris-issues-election.html,200
https://www.nytimes.com/subscription/all-access,200
https://www.nytimes.com/card/2024/10/04/world/middleeast/lebanon-israel,200
https://www.nytimes.com/newsletters/your-places-global-update,200
https://www.nytimes.com/section/world/australia,200
https://www.nytimes.com/by/pamela-paul,200
https://www.nytimes.com/2024/10/06/opinion/jd-vance-lance-wallnau-seven-mountains.html,403
https://www.nytimes.com/2024/10/05/us/hurricane-helene-damage-deaths.html,403
https://www.nytimes.com/2024/10/04/style/tessa-tookes-joey-kirchner-wedding.html,403
https://www.nytimes.com/subscription?campaignId=37WXW,200
https://www.nytimes.com/section/arts,200
https://www.nytimes.com/2024/10/05/world/middleeast/israel-iran-retaliation.html,403
https://www.nytimes.com/puzzle-personality,200
https://www.nytimes.com/athletic/mlb/,200
https://www.nytimes.com/by/nicholas-kristof,200
https://www.nytimes.com/2024/10/06/world/middleeast/israel-villages-hamas-oct-7-return.html,403
https://www.nytimes.com/section/weather,200
https://www.nytimes.com/books/best-sellers,200
https://www.nytimes.com/topic/organization/us-supreme-court,200
https://www.nytimes.com/2024/10/05/opinion/jd-vance-kamala-harris.html,403
https://www.nytimes.com/column/ezra-klein-podcast,200
https://www.nytimes.com/section/opinion/environment,200
https://www.nytimes.com/news-event/donald-trump-investigations,200
https://www.nytimes.com/section/world/canada,200
https://www.nytimes.com/wirecutter/,200
https://www.nytimes.com/column/modern-love-podcast,200
https://www.nytimes.com/2024/10/06/us/supreme-court-term-transgender-rights.html,403
https://www.nytimes.com/by/tressie-mcmillan-cottom,200
https://www.nytimes.com/athletic/college-football/,200
https://www.nytimes.com/interactive/2024/09/21/us/politics/trump-harris-2024-election-speech.html,200
https://www.nytimes.com/section/opinion/contributors,200
https://www.nytimes.com/athletic/5701128/2024/09/09/college-football-playoff-projections-odds/,200
https://www.nytimes.com/section/opinion/international-world,200
https://www.nytimes.com/column/the-daily,200
https://www.nytimes.com/section/business,200
https://www.nytimes.com/section/world/middleeast,200
https://www.nytimes.com/crosswords,200
https://www.nytimes.com/by/ross-douthat,200
https://www.nytimes.com/by/paul-krugman,200
https://www.nytimes.com/live/2024/10/06/world/israel-iran-hezbollah-lebanon,403
https://www.nytimes.com/athletic/nfl/standings/,200
https://www.nytimes.com/by/david-french,200
https://www.nytimes.com/newsletters/well,200
https://www.nytimes.com/puzzles/sudoku,200
https://www.nytimes.com/column/vows,200
https://www.nytimes.com/section/opinion/letters,200
https://www.nytimes.com/newsletters/the-veggie,200
https://www.nytimes.com/spotlight/daily-crossword-column,200
https://www.nytimes.com/section/arts/design,200
https://www.nytimes.com/section/politics,200
https://www.nytimes.com/athletic/newsletters/the-windup/,200
https://www.nytimes.com/section/magazine,200
https://www.nytimes.com/section/realestate,200
https://www.nytimes.com/interactive/2023/10/27/arts/music/music-fivemins-collection.html,200
https://www.nytimes.com/athletic/womens-college-basketball/ ,404
https://www.nytimes.com/section/business/media,200
https://www.nytimes.com/2024/09/30/us/hurricane-helene-victims-aid.html,403
https://www.nytimes.com/2024/10/06/nyregion/david-paterson-attack-boys-charged.html,403
https://www.nytimes.com/section/world/americas,200
https://www.nytimes.com/section/world,200
https://www.nytimes.com/es/,403
https://www.nytimes.com/2024/10/06/us/dianne-feinstein-estate-auction.html,403
https://www.nytimes.com/games/connections,200
https://www.nytimes.com/2024/10/06/obituaries/christopher-ciccone-dead.html,403
https://www.nytimes.com/ca/,200
https://www.nytimes.com/newsletters/dealbook,200
https://www.nytimes.com/section/arts/music,200
https://www.nytimes.com/athletic/live-blogs/nfl-week-5-scores-vikings-vs-jets-live-updates/G2DNH9NwSR2I/,200
https://www.nytimes.com/live/2024/10/05/weather/milton-hurricane-florida,403
https://www.nytimes.com/news-event/immigration-us,200
https://www.nytimes.com/by/michelle-goldberg,200
https://www.nytimes.com/column/the-interview,200
https://www.nytimes.com/section/arts/television,200
https://www.nytimes.com/athletic/newsletters/the-athletic-fc/,200
https://www.nytimes.com/2024/10/05/opinion/nobody-wants-this-jewish-gender.html,403
https://www.nytimes.com/wirecutter/reviews/best-air-purifier/,200
https://www.nytimes.com/interactive/2024/09/29/us/helene-path-map.html,200
https://www.nytimes.com/athletic/5823194/2024/10/06/nfl-week-5-takeaways-buffalo-bills-offense-problems-jets-davante-adams-trade/,200
https://www.nytimes.com/section/fashion/weddings,200
https://www.nytimes.com/newsletters/open-thread-fashion,200
https://www.nytimes.com/section/opinion/politics,200
https://www.nytimes.com/section/world/europe,200
https://www.nytimes.com/section/technology/personaltech,200
https://www.nytimes.com/section/travel,200
https://www.nytimes.com/2022/09/19/crosswords/mini-to-maestro-part-1.html,403
https://www.nytimes.com/spotlight/what-to-watch,200
https://www.nytimes.com/section/health,200
https://www.nytimes.com/athletic/football/premier-league/,200
https://www.nytimes.com/section/opinion/business-economics,200
https://www.nytimes.com/section/theater,200
https://www.nytimes.com/puzzles/tiles,200
https://www.nytimes.com/newsletters/easy-mode,200
https://www.nytimes.com/wirecutter/reviews/best-pressure-washer/,200
https://www.nytimes.com/section/t-magazine,200
https://www.nytimes.com/2024/10/06/opinion/kamala-harris-donald-trump-security.html,403
https://www.nytimes.com/news-event/ukraine-russia,200
https://www.nytimes.com/by/thomas-l-friedman,200
https://www.nytimes.com/section/opinion/health,200
https://www.nytimes.com/article/israel-lebanon-invasion-map.html,403
https://www.nytimes.com/wirecutter/electronics/,200
https://www.nytimes.com/section/science,200
https://www.nytimes.com/athletic/college-basketball/,200
https://www.nytimes.com/spotlight/puzzle-making,200
https://www.nytimes.com/column/book-review-podcast,200
https://www.nytimes.com/interactive/2024/us/politics/electoral-college-270-harris-trump.html,200
https://www.nytimes.com/wirecutter/baby-kid/,200
https://www.nytimes.com/2024/10/06/business/cement-pollution-carbon-capture-norway.html,403
https://www.nytimes.com/by/charles-m-blow,200
https://www.nytimes.com/column/ask-well,200
https://www.nytimes.com/interactive/2024/09/26/nyregion/eric-adams-indictment-charges-annotated.html,200
https://www.nytimes.com/sitemap/,200
https://www.nytimes.com/2024/09/28/nyregion/eric-adams-rise-fall.html,403
https://www.nytimes.com/by/m-gessen,200
https://www.nytimes.com/athletic/nhl/,200
https://www.nytimes.com/section/well,200
https://www.nytimes.com/2024/10/06/opinion/careers-college.html,403
https://www.nytimes.com/newsletters/upshot,200
https://www.nytimes.com/section/todayspaper,200
https://www.nytimes.com/athletic/nfl/schedule/,200
https://www.nytimes.com/section/world/asia,200
https://www.nytimes.com/2024/10/06/opinion/schools-shelters-gaza-israel.html,403
https://www.nytimes.com/2024/10/06/us/hurricane-helene-north-carolina-misinformation.html,403
https://www.nytimes.com/column/the-culture-desk,200
https://www.nytimes.com/spotlight/critics-picks,200
https://www.nytimes.com/athletic/tennis/,200
https://www.nytimes.com/by/lydia-polgreen,200
https://www.nytimes.com/interactive/2022/podcasts/serial-productions.html,200
https://www.nytimes.com/spotlight/opinion-video,200
https://www.nytimes.com/interactive/2024/us/elections/polls-president.html,200
https://www.nytimes.com/spotlight/spelling-bee-forum,200
https://www.nytimes.com/by/zeynep-tufekci,200
https://www.nytimes.com/section/movies,200
https://www.nytimes.com/audio/app,200
https://www.nytimes.com/section/us,200
https://www.nytimes.com/section/markets-overview,200
https://www.nytimes.com/2024/10/05/opinion/biden-israel-war.html,403
https://www.nytimes.com/newsletters/read-like-the-wind,200
https://www.nytimes.com/privacy/privacy-policy,403
https://www.nytimes.com/section/upshot,200
https://www.nytimes.com/section/business/economy,200
https://www.nytimes.com/2024/10/04/opinion/israel-jews-antisemitism.html,403
https://www.nytimes.com/column/the-hunt,200
https://www.nytimes.com/section/business/energy-environment,200
https://www.nytimes.com/newsletters/morning-briefing-europe,200
https://www.nytimes.com/2024/09/29/us/helene-destruction-florida-north-carolina.html,403
https://www.nytimes.com/athletic/nfl/,200
https://www.nytimes.com/spotlight/donald-trump,200
https://www.nytimes.com/privacy/cookie-policy#how-do-i-manage-trackers,200
https://www.nytimes.com/column/36-hours,200
https://www.nytimes.com/wirecutter/deals/,200
https://www.nytimes.com/section/opinion/editorials,200
https://www.nytimes.com/interactive/2024/us/elections/voting-deadlines-state.html,200
https://www.nytimes.com/by/ezra-klein,200
https://www.nytimes.com/international/,200
https://www.nytimes.com/athletic/5698572/2024/09/10/nfl-playoff-2024-chances-projections-probabilities/,200
https://www.nytimes.com/column/op-docs,200
https://www.nytimes.com/column/matter-of-opinion,200
https://www.nytimes.com/newsletters?newsletter_signup=true&product_code=UFN&label=toolbox,200
https://www.nytimes.com/column/popcast-pop-music-podcast,200
https://www.nytimes.com/2024/09/29/us/hurricane-helene-victims.html,403
https://www.nytimes.com/2024/10/05/opinion/trump-harris-american-myths.html,403
https://www.nytimes.com/spotlight/connections-companion,200
https://www.nytimes.com/athletic/football/mls/,200
https://www.nytimes.com/wirecutter/appliances/,200
https://www.nytimes.com/2024/10/06/us/jews-hamas-attacks.html,403
https://www.nytimes.com/privacy/manage-settings,200
https://www.nytimes.com/interactive/2024/books/best-books-21st-century.html,200
https://www.nytimes.com/column/election-run-up-podcast,200
https://www.nytimes.com/wirecutter/health-fitness/,200
https://www.nytimes.com/puzzles/spelling-bee,200
https://www.nytimes.com/section/books,200
https://www.nytimes.com/wirecutter/reviews/best-office-chair/,200
https://www.nytimes.com/section/education,200
https://www.nytimes.com/spotlight/best-restaurants,200
https://www.nytimes.com/wirecutter/travel/,200
https://www.nytimes.com/news-event/economy-business-us,200
https://www.nytimes.com/interactive/2024/us/elections/presidential-election-swing-states.html,200
https://www.nytimes.com/column/the-ethicist,200
https://www.nytimes.com/spotlight/joe-biden,200
https://www.nytimes.com/section/style,200
https://www.nytimes.com/wirecutter/home-garden/,200
https://www.nytimes.com/live/2024/10/06/us/election-trump-harris,403
https://www.nytimes.com/newsletters/gameplay,200
https://www.nytimes.com/newsletters/canada-letter,200
https://www.nytimes.com/interactive/2024/podcasts/serial-season-four-guantanamo.html,200
https://www.nytimes.com/wirecutter/reviews/best-cordless-stick-vacuum/,200
https://www.nytimes.com/2024/10/06/opinion/supreme-court-abortion-religion.html,403
https://www.nytimes.com/2024/10/06/us/elections/trump-butler-religion.html,403
https://www.nytimes.com/spotlight/abortion-news,200
https://www.nytimes.com/2024/10/06/nyregion/banks-david-philip-adams-investigation.html,403
https://www.nytimes.com/newsletters/clean-everything,200
https://www.nytimes.com/spotlight/books-to-read,200
https://www.nytimes.com/interactive/2024/us/elections/early-vote-tracker-2024.html,200
https://www.nytimes.com/games/strands,200
https://www.nytimes.com/section/opinion/culture,200
https://www.nytimes.com/column/the-headlines,200
https://www.nytimes.com/newsletters/watching,200
https://www.nytimes.com/athletic/golf/,200
https://www.nytimes.com/by/david-brooks,200
https://www.nytimes.com/wirecutter/reviews/best-robot-vacuum/,200
https://www.nytimes.com/athletic/,200
https://www.nytimes.com/column/california-today,200
https://www.nytimes.com/spotlight/lifestyle,200
https://www.nytimes.com/interactive/2024/09/26/opinion/donald-trump-personality-history.html,200
https://www.nytimes.com/wirecutter/reviews/best-electric-toothbrush/,200
https://www.nytimes.com/games/wordle/index.html,200
https://www.nytimes.com/2024/10/06/us/north-carolina-churches-helene.html,403
https://www.nytimes.com/2024/10/05/opinion/iran-israel-benny-gantz.html,403
https://www.nytimes.com/section/opinion,200
https://www.nytimes.com/newsletters/audio,200
https://www.nytimes.com/by/gail-collins,200
https://www.nytimes.com/newsletters/the-recommendation,200
https://www.nytimes.com/2024/10/04/us/cannabis-marijuana-risks-addiction.html,403
https://www.nytimes.com/section/world/africa,200
https://www.nytimes.com/section/arts/dance,200
https://www.nytimes.com/news-event/israel-hamas-gaza,200
https://www.nytimes.com/wirecutter/make-a-plan/moving/,200
https://www.nytimes.com/2024/10/06/opinion/celibacy-sex-relationships.html,403
https://www.nytimes.com/by/jamelle-bouie,200
https://www.nytimes.com/wirecutter,200
https://www.nytimes.com/article/submit-crossword-puzzles-the-new-york-times.html,403
https://www.nytimes.com/crosswords/game/mini,200
https://www.nytimes.com/section/obituaries,200
https://www.nytimes.com/2024/10/06/world/middleeast/israel-military-hezbollah.html,403
https://www.nytimes.com/section/nyregion,200
https://www.nytimes.com/section/opinion/technology,200
https://www.nytimes.com/newsletters/morning-briefing,200
https://www.nytimes.com/spotlight/artificial-intelligence,200
https://www.nytimes.com/spotlight/reporter-reads,200
https://www.nytimes.com/wirecutter/gifts/,200
https://www.nytimes.com/crosswords/game/daily/,200
https://www.nytimes.com/by/bret-stephens,200
https://www.nytimes.com/2024/10/04/health/marijuana-weed-addiction-psychosis-vomiting.html,403
https://www.nytimes.com/2024/10/02/world/middleeast/israel-hezbollah-lebanon-war-history.html,403
https://www.nytimes.com/topic/organization/us-congress,200
https://www.nytimes.com/2024/10/06/us/politics/harris-guns-campaign.html,403
https://www.nytimes.com/athletic/wnba/,200
https://www.nytimes.com/column/modern-love,200
https://www.nytimes.com/2024/09/30/opinion/editorials/kamala-harris-2024.html,403
https://www.nytimes.com/interactive/2022/upshot/wordle-bot.html,200
https://www.nytimes.com/newsletters/five-weeknight-dishes,200
https://www.nytimes.com/2024/10/04/nyregion/eric-adams-resign-poll.html,403
https://www.nytimes.com/spotlight/kamala-harris,200
https://www.nytimes.com/2024/10/06/us/helene-tennessee-factory-deaths.html,403
https://www.nytimes.com/column/hard-fork,200
https://www.nytimes.com/section/business/dealbook,200
https://www.nytimes.com/subscription/games?campaignId=4QHQ8,200
https://www.nytimes.com/puzzles/stats,200
https://www.nytimes.com/wirecutter/kitchen-dining/,200
https://www.nytimes.com/column/wordplay,200
https://www.nytimes.com/section/food,200
https://www.nytimes.com/athletic/tag/a1-must-read-stories/,200
https://www.nytimes.com/puzzles/leaderboards,403
https://www.nytimes.com/crosswords/archive,200
https://www.nytimes.com/crosswords/apps,200
https://www.nytimes.com/subscription/games/gift,200
https://www.nytimes.com/crosswords/game/daily,200
https://www.nytimes.com/subscription/games?campaignId=9W9LL,200
https://www.nytimes.com/athletic/tag/nba-draft/,200
https://www.nytimes.com/athletic/5812277/2024/10/04/paolo-banchero-orlando-magic-year-3/,200
https://www.nytimes.com/athletic/football/,200
https://www.nytimes.com/athletic/football/international-football/,200
https://www.nytimes.com/athletic/motorsports/,200
https://www.nytimes.com/athletic/sports-business/,200
https://www.nytimes.com/athletic/fantasy/basketball/,200
https://www.nytimes.com/athletic/5806126/2024/09/30/dikembe-mutumbo-cancer-died-nba-news/,200
https://www.nytimes.com/athletic/tag/the-bounce/,200
https://www.nytimes.com/athletic/nba/team/raptors/,200
https://www.nytimes.com/athletic/5816549/2024/10/04/bucks-rajon-rondo-doc-rivers/,200
https://www.nytimes.com/athletic/5812488/2024/10/03/fantasy-basketball-top-stories-kat-ja-2024-25/,200
https://www.nytimes.com/athletic/lnh/,200
https://www.nytimes.com/athletic/5800647/2024/10/02/knicks-timberwolves-trade-karl-anthony-towns-kat/,200
https://www.nytimes.com/athletic/football/nwsl/,200
https://www.nytimes.com/athletic/football/efl-league-one/,200
https://www.nytimes.com/athletic/5819025/2024/10/04/bronny-james-lebron-james-nba-preseason-debut/,200
https://www.nytimes.com/athletic/nba/team/sixers/,200
https://www.nytimes.com/athletic/football/scottish-premiership/,200
https://www.nytimes.com/athletic/opinion/,200
https://www.nytimes.com/athletic/nba/team/jazz/,200
https://www.nytimes.com/athletic/location/wisconsin/,200
https://www.nytimes.com/athletic/nba/picks/,200
https://www.nytimes.com/athletic/press/,200
https://www.nytimes.com/athletic/nba/team/hornets/,200
https://www.nytimes.com/athletic/location/sandiego/,200
https://www.nytimes.com/athletic/football/european-championship/,200
https://www.nytimes.com/athletic/location/dc/,200
https://www.nytimes.com/athletic/football/bundesliga/,200
https://www.nytimes.com/athletic/football/womens-world-cup-soccer/,200
https://www.nytimes.com/athletic/nba/team/nets/,200
https://www.nytimes.com/athletic/location/miami/,200
https://www.nytimes.com/athletic/5807982/2024/10/01/nba-contract-extensions-aaron-gordon-julius-randle-jaren-jackson/,200
https://www.nytimes.com/athletic/location/denver/,200
https://www.nytimes.com/athletic/5808884/2024/10/01/dikembe-mutombo-nba-media-day-draymond-green-the-bounce/,200
https://www.nytimes.com/athletic/5814850/2024/10/03/draymond-green-warriors-championship-training-camp/,200
https://www.nytimes.com/athletic/gift-redemption/,200
https://www.nytimes.com/athletic/location/mn/,200
https://www.nytimes.com/athletic/5810551/2024/10/01/jaren-jackson-injury-grizzlies-hamstring/,200
https://www.nytimes.com/athletic/gaming/,200
https://www.nytimes.com/athletic/nba/team/bulls/,200
https://www.nytimes.com/athletic/location/houston/,200
https://www.nytimes.com/athletic/football/copa-del-rey/,200
https://www.nytimes.com/athletic/5807050/2024/09/30/kawhi-leonard-surgery-recovery-clippers-james-harden/,200
https://www.nytimes.com/athletic/location/pittsburgh/,200
https://www.nytimes.com/athletic/5805215/2024/10/01/nba-win-projections-suns-cavs-thunder-pistons-hawks/,200
https://www.nytimes.com/athletic/5807992/2024/10/02/karl-anthony-towns-julius-randle-trade-money-contract-knicks-timberwolves/,200
https://www.nytimes.com/athletic/5812789/2024/10/02/nba-win-totals-free-agency-wnba-the-bounce/,200
https://www.nytimes.com/athletic/5819908/2024/10/05/timberwolves-preseason-opener-josh-minott/,200
https://www.nytimes.com/athletic/nba/team/pelicans/,200
https://www.nytimes.com/athletic/nba/standings/,200
https://www.nytimes.com/athletic/nba/team/magic/,200
https://www.nytimes.com/athletic/location/oregon/,200
https://www.nytimes.com/athletic/sitemap/,200
https://www.nytimes.com/athletic/boxing/,200
https://www.nytimes.com/athletic/location/detroit/,200
https://www.nytimes.com/athletic/culture/,200
https://www.nytimes.com/subscription/groups?Pardot_Campaign_Code_Form_Input=7FQLH,200
https://www.nytimes.com/athletic/5808553/2024/10/01/dikembe-mutombo-death-tributes-nba-players-coaches/,200
https://www.nytimes.com/athletic/football/efl-league-two/,200
https://www.nytimes.com/athletic/5818900/2024/10/04/jonathan-kuminga-warriors-frontcourt-nba/,200
https://www.nytimes.com/athletic/location/ottawa/,200
https://www.nytimes.com/athletic/location/edmonton/,200
https://www.nytimes.com/athletic/nba/team/pacers/,200
https://www.nytimes.com/athletic/location/nashville/,200
https://www.nytimes.com/athletic/football/world-cup/,200
https://www.nytimes.com/athletic/location/vancouver/,200
https://www.nytimes.com/athletic/location/columbus/,200
https://www.nytimes.com/athletic/location/arizona/,200
https://www.nytimes.com/athletic/careers/,200
https://www.nytimes.com/athletic/location/tampabay/,200
https://www.nytimes.com/athletic/edit-guidelines/,200
https://www.nytimes.com/athletic/football/fantasy-premier-league/,200
https://www.nytimes.com/athletic/5815926/2024/10/03/bucks-suns-nba-title-karl-anthony-towns-the-bounce/,200
